Name,Color, NumberFrame, Infor
0,1;0.7975486;0;1,1,29.97;69.32;0
1,1;0.7975486;0;1,1,-14.81;17.33;0
2,1;0.7975486;0;1,1,26.39;71.22;0
3,1;0.7975486;0;1,1,23.25;73.51;0
4,1;0.7975486;0;1,1,21.5;76.14;0
5,1;0.7975486;0;1,1,19.58;78.71;0
6,1;0.7975486;0;1,1,16.95;80.85;0
7,1;0.7975486;0;1,1,-6.799999;24.46;0
8,1;0.7975486;0;1,1,13.37;82.61;0
9,1;0.7975486;0;1,1,8.670002;82.67;0
10,1;0.7975486;0;1,1,5.360001;81.83;0
11,1;0.7975486;0;1,1,2.470001;80.34;0
12,1;0.7975486;0;1,1,-0.09999847;78.03;0
13,1;0.7975486;0;1,1,-1.919998;75.27;0
14,1;0.7975486;0;1,1,-3.219997;72.48;0
15,1;0.7975486;0;1,1,-4.229998;69.72;0
16,1;0.7975486;0;1,1,-6.179998;67.38;0
17,1;0.7975486;0;1,1,-9.069998;66.28;0
18,1;0.7975486;0;1,1,-11.77;64.69;0
19,1;0.7975486;0;1,1,-14.85;62.71;0
20,1;0.7975486;0;1,1,-17.45;61.09;0
21,1;0.7975486;0;1,1,-20.09;59.01;0
22,1;0.7975486;0;1,1,-22.72;56.64;0
23,1;0.7975486;0;1,1,-25.16;54.14;0
24,1;0.7975486;0;1,1,-27.53;52;0
25,1;0.7975486;0;1,1,-29.51;49.34;0
26,1;0.7975486;0;1,1,-31.59;47.1;0
27,1;0.7975486;0;1,1,-33.83;44.5;0
28,1;0.7975486;0;1,1,-35.78;41.64;0
29,1;0.7975486;0;1,1,-37.4;39.24;0
30,1;0.7975486;0;1,1,-38.63;36.8;0
31,1;0.7975486;0;1,1,-40.32;33.65;0
32,1;0.7975486;0;1,1,15.34;71.76;0
33,1;0.7975486;0;1,1,-16.41;21.18;0
34,1;0.7975486;0;1,1,4.790001;50.55;0
35,1;0.7975486;0;1,1,3.18;47.42;0
36,1;0.7975486;0;1,1,0.7900009;44.73;0
37,1;0.7975486;0;1,1,-1.899998;42.11;0
38,1;0.7975486;0;1,1,-4.989998;40.19;0
39,1;0.7975486;0;1,1,-8.049999;38.58;0
40,1;0.7975486;0;1,1,-11.21;37.44;0
41,1;0.7975486;0;1,1,-14.4;36.4;0
42,1;0.7975486;0;1,1,-17.93;35.19;0
43,1;0.7975486;0;1,1,-21.56;34.25;0
44,1;0.7975486;0;1,1,-25.02;33.44;0
45,1;0.7975486;0;1,1,-28.38;32.63;0
46,1;0.7975486;0;1,1,-31.81;31.82;0
47,1;0.7975486;0;1,1,-1.009998;14.4;0
48,1;0.7975486;0;1,1,-38.4;29.98;0
49,1;0.7975486;0;1,1,-40.61;27.54;0
50,1;0.7975486;0;1,1,-43.07;25.47;0
51,1;0.7975486;0;1,1,-44.56;23.55;0
52,1;0.7975486;0;1,1,-46.44;21.44;0
53,1;0.7975486;0;1,1,-4.919998;20.79;0
54,1;0.7975486;0;1,1,-2.759998;17.59;0
55,1;0.7975486;0;1,1,-12.97;13.72;0
56,1;0.7975486;0;1,1,-39.92;21.97;0
57,1;0.7975486;0;1,1,-37.62;23.85;0
58,1;0.7975486;0;1,1,-35.1;25.93;0
59,1;0.7975486;0;1,1,-32.67;27.81;0
60,1;0.7975486;0;1,1,-29.69;28.61;0
61,1;0.7975486;0;1,1,-27.06;28.48;0
62,1;0.7975486;0;1,1,-24.32;28.37;0
63,1;0.7975486;0;1,1,-16.39;27.16;0
64,1;0.7975486;0;1,1,-18.16;24.95;0
65,1;0.7975486;0;1,1,-12.11;27.22;0
66,1;0.7975486;0;1,1,-8.859999;27.37;0
67,1;0.7975486;0;1,1,-5.279999;27.99;0
68,1;0.7975486;0;1,1,-2.039997;28.47;0
69,1;0.7975486;0;1,1,1.580002;29.33;0
70,1;0.7975486;0;1,1,4.210003;30.97;0
71,1;0.7975486;0;1,1,7.02;32.52;0
72,1;0.7975486;0;1,1,9.59;34.5;0
73,1;0.7975486;0;1,1,12.11;37.02;0
74,1;0.7975486;0;1,1,13.88;39.75;0
75,1;0.7975486;0;1,1,15.86;42.51;0
76,1;0.7975486;0;1,1,17.07;45.83;0
77,1;0.7975486;0;1,1,17.66;49.15;0
78,1;0.7975486;0;1,1,18.14;52.47;0
79,1;0.7975486;0;1,1,18.43;55.82;0
80,1;0.7975486;0;1,1,18.11;59.09;0
81,1;0.7975486;0;1,1,19.1;61.82;0
82,1;0.7975486;0;1,1,20.87;64.77;0
83,1;0.7975486;0;1,1,23.26;66.78;0
84,1;0.7975486;0;1,1,26.4;67.91;0
